image,description
https://i.pinimg.com/736x/4d/2b/b4/4d2bb4556c56c296ab013a7db80f8a66.jpg,skinny jeans with frayed white rips on both legs tight high waist light blue color
https://i.pinimg.com/474x/a3/e9/7d/a3e97d4c2969e78fd1b62bcd55c18d72.jpg,skinny jeans with small rips on both legs tight high waist Burgundy color
https://i.pinimg.com/474x/12/a7/9c/12a79c339c27fe03fa6a87a8cb020ab0.jpg,skinny jeans with frayed white rips on both legs like extreme distressing tight high waist blue color
https://i.pinimg.com/474x/51/45/1c/51451c4ce214999a2c38583fcd28d6cb.jpg,skinny jeans with frayed white rips on both legs like extreme distressing tight high waist faded blue color
https://i.pinimg.com/736x/06/ae/f1/06aef1dd2c7a3dafc0e005ac89b1278d.jpg,straight jeans with symmetrical white rips on both legs high waisted blue color
https://i.pinimg.com/736x/fb/18/49/fb1849b402ed01914ce983b60cbca5af.jpg,straight jeans with symmetrical rips on both legs high waisted faded light blue color
https://i.pinimg.com/736x/0d/98/8c/0d988cd56d70af712c2819e078214bb7.jpg,mom jeans with white rips on both legs high waisted blue color
https://i.pinimg.com/736x/39/b1/83/39b183db6e3820e5d9e8cc292371f250.jpg,straight jeans with symmetrical white rips on both legs high waisted light blue color
https://i.pinimg.com/474x/d2/62/79/d262795516394a75e0e02c2fe9f50c99.jpg,straight jeans with one white rip on the left leg and one small rip on the right leg high waisted strong light blue or vintage faded light blue color
https://i.pinimg.com/736x/f9/21/f4/f921f41827554c33d1b400ea6b5cc1b1.jpg,straight jeans with medium rips on both legs high waisted blue color
https://i.pinimg.com/736x/82/4e/e9/824ee95e3bf76abc413d47510617eb30.jpg,straight jeans with medium rips on both knees high waisted light blue color
https://i.pinimg.com/736x/5c/bf/a8/5cbfa80b64a6f4dae68b2a3cb07b357f.jpg,straight jeans with large frayed symmetrical white rips wide open on both legs high waisted faded light blue color
https://i.pinimg.com/474x/ae/d9/1c/aed91c8bbaf39534217f9b2f8796e51e.jpg,plain straight jeans tight high waist faded gray color
https://i.pinimg.com/474x/8b/15/98/8b15989dfe3e5a7702a949221fb7eb40.jpg,plain skinny jeans tight high waist light blue color
https://i.pinimg.com/736x/dd/c0/e6/ddc0e69ce9c761c23575f2e3651d7b80.jpg,plain skinny jeans tight high waist faded blue color
https://i.pinimg.com/474x/6f/d2/59/6fd25959ec88bf3fe30f76238dfac18e.jpg,plain skinny jeans tight high waist blue color
https://i.pinimg.com/474x/c7/25/26/c725265d4308d3f78c41907e75110f8f.jpg,plain skinny jeans tight high waist blue color
https://i.pinimg.com/474x/de/51/66/de516633b3251a32cbc9b5a603148f0a.jpg,plain skinny jeans tight high waist black or gray color
https://i.pinimg.com/474x/f5/03/44/f50344f12904bcafd0fad696c940c713.jpg,plain straight jeans high waisted faded gray color
https://i.pinimg.com/474x/8a/51/b4/8a51b494904d89d1a93df2daee4daf95.jpg,plain straight jeans tight high waist faded blue color
https://i.pinimg.com/474x/95/e9/28/95e9282f4d494f65c2032f7b7594e5a9.jpg,plain straight jeans tight high waist blue color
https://i.pinimg.com/474x/6a/80/a1/6a80a1ddd8b6035be8df5e07e01f0c61.jpg,plain flared jeans cargo style tight high waist Stained light blue color
https://i.pinimg.com/474x/b0/f4/43/b0f443c07584ff1bec5169abc674d4e8.jpg,plain straight jeans Has stars as decoration tight high waist light blue color
https://i.pinimg.com/474x/d5/7a/24/d57a243ca321df465ef9f745cc3c6d55.jpg,plain straight jeans Has horizontal seams crossing both legs at thigh and calf level tight high waist blue color
https://i.pinimg.com/474x/86/e7/82/86e782dcfc1f6accf1f4f837b9a4b568.jpg,plain straight cargo style jeans Has elastic ankles tight high waist blue color
https://i.pinimg.com/474x/0a/1c/50/0a1c5068bdff91ce604d2af2a4cc09b5.jpg,plain palazzo jeans mid rise blue color
https://i.pinimg.com/474x/ca/8f/c1/ca8fc1eea6a0839359b0e4228edc4e4f.jpg,plain straight cargo style jeans Has double button tight high waist faded stained blue color
https://i.pinimg.com/474x/a0/27/19/a02719bf9ee91e50bb90daf72fac6f13.jpg,plain baggy jeans Has glitter mid rise vintage blue color
https://i.pinimg.com/474x/7f/29/e6/7f29e65df5fdb7f74f785007b280e2bb.jpg,plain mom cargo style jeans elastic ankles high waisted light blue color
https://i.pinimg.com/474x/dc/fd/6c/dcfd6ca649d1a2a71d4220bfc121de53.jpg,plain skinny jeans high waisted light blue color
https://i.pinimg.com/474x/86/b1/9c/86b19c6b0049e3cabb33fb86f6e1f006.jpg,plain flared jeans The lower part is made of wide-leg denim in light blue high waisted black color
https://i.pinimg.com/474x/22/b8/b3/22b8b364481f3f1aab99309801943158.jpg,plain flared jeans high waisted blue color
https://i.pinimg.com/474x/42/34/56/4234569bdfd8f1a44d66957b89506560.jpg,plain flared jeans high waisted vintage blue color
https://i.pinimg.com/474x/d0/da/8b/d0da8b7dbb336ee2ac726388543823f6.jpg,plain palazzo jeans high waisted blue color elegant
https://i.pinimg.com/474x/76/63/27/7663274b490bc1326fc61ae363cb0510.jpg,plain flared jeans high waisted blue color
https://i.pinimg.com/474x/d4/fb/16/d4fb161dcebe207dfe27a9b53cd76063.jpg,plain flared jeans high waisted strong light blue color
https://i.pinimg.com/736x/3a/7c/87/3a7c87be32bf88e24831e0aa97acf08d.jpg,straight jeans with medium symmetrical rips on both knees mid rise light blue color
https://i.pinimg.com/474x/16/47/7a/16477a196e4aa64b29f78900a9a9d580.jpg,straight jeans with a very small rip on the left leg high waisted faded light blue color
https://i.pinimg.com/474x/40/56/b0/4056b0f5e0239b6f575859fd74124968.jpg,straight jeans with a small rip on the left leg high waisted faded light blue color
https://i.pinimg.com/736x/ce/52/1c/ce521c555b01ddefa818d4f271e21858.jpg,straight jeans with large rips on both legs high waisted faded light blue color
https://i.pinimg.com/474x/b1/a8/14/b1a81411384803facdce5776d094459a.jpg,straight jeans with small white symmetrical rips on both legs high waisted faded blue color
https://i.pinimg.com/736x/a1/b3/0e/a1b30e75649c4261292732f8896e339c.jpg,"straight jeans with small almost symmetrical white rips on both legs high waisted faded blue color"
https://i.pinimg.com/736x/c8/3e/c5/c83ec5f7a2fd30c4a78fa5f00ebd9318.jpg,straight jeans with symmetrical white rips on both legs high waisted light blue color
https://i.pinimg.com/736x/a6/4a/5a/a64a5a00c759680bc3bbbb104d157819.jpg,straight jeans with small symmetrical white rips on both knees high waisted blue color
https://i.pinimg.com/236x/18/1d/40/181d40b8f1ecb79eb560c1fef5d30923.jpg,straight jeans with large frayed rips on both legs high waisted black color
https://i.pinimg.com/736x/b5/ef/0f/b5ef0f99da847d6e3c55bb8776a5df32.jpg,straight jeans with large symmetrical frayed white rips on both legs black color
https://i.pinimg.com/736x/81/27/8e/81278e3a299dab4a0f5527a307d6fd83.jpg,straight jeans with rips on both legs black color
https://i.pinimg.com/736x/54/d5/1f/54d51f18e0246af5f9f0c23b59c5b934.jpg,straight jeans with small symmetrical rips on both legs white color
https://i.pinimg.com/236x/19/86/34/1986341b50792d15172540dfb82081e5.jpg,straight jeans with medium rips on both legs white color
https://i.pinimg.com/736x/b8/1f/60/b81f6008837f5214c926d9a2fcd34dd2.jpg,straight jeans with symmetrical frayed white rips on both legs high waisted white color
https://i.pinimg.com/474x/23/2c/b3/232cb3225c227b32102ba9a3094cc915.jpg,jeans with one rip on the left leg high waisted strong light blue or vintage faded light blue color
https://i.pinimg.com/736x/89/44/d9/8944d946cad6f0de6d7fbc20afb1c147.jpg,skinny jeans with small rips on both legs. tight high waist. faded black color.
https://i.pinimg.com/736x/99/1e/c5/991ec5c8c14bf8153ce9f2e068aa39db.jpg,skinny jeans with small symmetrical rips on both legs. tight high waist. black color.
https://i.pinimg.com/736x/f6/0e/57/f60e57fa4a3721c1ad2c37ffcb91c377.jpg,skinny jeans with medium rips on both legs. tight high waist. white color.
https://i.pinimg.com/736x/06/38/58/063858f9cb0e6e6cc1e3b16a1091aca4.jpg,skinny jeans with small symmetrical rips on both legs. mid rise. black color.
https://i.pinimg.com/474x/2f/27/63/2f27638f10f244f9e87fc7df3803b994.jpg,skinny jeans with symmetrical rips on both legs. tight high waist. plain black color.
https://i.pinimg.com/474x/7b/6e/ed/7b6eed31b9b089bb38324a4979963bce.jpg,skinny jeans with symmetrical white rips on both legs. tight high waist. light light blue color.
https://i.pinimg.com/736x/cf/93/1c/cf931c9d9e629f46400522de522e2246.jpg,skinny jeans with three rips on the right leg and one on the left. high waisted. blue color.
https://i.pinimg.com/736x/51/33/ca/5133ca177c89a74db89e31f7f319872d.jpg,skinny jeans with medium white rips on both legs. tight high waist. faded blue or strong light blue color.
https://i.pinimg.com/736x/5b/11/e5/5b11e51b00c2961a0e5c41bb9b4a4195.jpg,skinny jeans with small rips on both legs. high waisted. blue color.
https://i.pinimg.com/474x/5e/fb/5c/5efb5c71c27878a19dbe727a2a2745c2.jpg,skinny jeans with frayed rips on both legs like extreme distressing. tight high waist. faded black color.
https://i.pinimg.com/736x/a3/6c/d4/a36cd4f3692151311cb7ad0dd1b30576.jpg,skinny jeans with symmetrical rips on both legs. tight high waist. light light blue color.
https://i.pinimg.com/474x/07/98/e6/0798e605f26ce4fb4eda508fab328efe.jpg,skinny jeans with frayed rips on both legs like extreme distressing. tight high waist. light blue color.
https://i.pinimg.com/736x/85/1b/74/851b7422336634f0edf1ce9871e91501.jpg,skinny jeans with small rips on both legs. tight high waist. burgundy color.
https://i.pinimg.com/736x/2b/64/7e/2b647e006c29efc825153e70fa7ab5ed.jpg,flared jeans with frayed white rips on both legs. tight high waist. faded blue color.
https://i.pinimg.com/736x/c9/4f/e2/c94fe25bb3150eebd56c68cf774ee1f8.jpg,flared jeans with frayed white rips on both legs. blue color.
https://i.pinimg.com/736x/a8/c5/95/a8c595b3e6eecad820e8b846376aea74.jpg,flared jeans with small frayed white rips on both legs. light blue color.
https://i.pinimg.com/736x/7d/45/27/7d4527816fa83a18dc49073a0ce9f0b1.jpg,flared jeans with small symmetrical frayed white rips on both legs. tight high waist. light blue color.
https://i.pinimg.com/736x/6d/b7/ee/6db7ee1e1ca052a5a54970f1f15a9250.jpg,flared jeans with symmetrical frayed white rips on both legs. faded light blue color.
https://i.pinimg.com/736x/b7/3a/27/b73a2774cde7ecb106e61f6125b9ab2d.jpg,flared jeans with very small symmetrical rips on both legs. tight high waist. light blue color.
https://i.pinimg.com/736x/c0/f5/f2/c0f5f2f2f734e78f4e3a6f7118d97b17.jpg,flared jeans with very small symmetrical rips on both legs. blue color.
https://i.pinimg.com/736x/22/e4/19/22e41950d72d3078be6ce3a17c71ee96.jpg,flared jeans with very small symmetrical rips on both legs. tight high waist. black color.
https://i.pinimg.com/736x/cd/be/a5/cdbea5913487e4a2e496cd819375eeea.jpg,flared jeans with small symmetrical rips on both legs and another rip on the left leg. tight high waist. black color.
https://i.pinimg.com/736x/d7/7f/97/d77f97a68cb376a9e049027ea6a3d4a4.jpg,flared jeans with frayed rips on the legs. tight high waist. black color.
https://i.pinimg.com/236x/f3/37/26/f33726a1c1a586db496f4210e05b9476.jpg,cargo jeans with frayed rips on both legs. wide leg by silhouette. tight high waist. black color.
https://i.pinimg.com/736x/68/24/d4/6824d422a58109e99883495bc0205e96.jpg,cargo jeans with small white rips on both legs. mid rise. light blue color.
https://i.pinimg.com/736x/c9/20/bd/c920bd747e6e7f3df4e7c95636db7345.jpg,cargo jeans with small symmetrical rips on both legs. straight by silhouette. light blue color.
https://i.pinimg.com/736x/4b/0f/1e/4b0f1e215563ec0c50041439db3c49bf.jpg,cargo jeans with white rips on both legs. straight by silhouette. high waisted. gray color.
https://i.pinimg.com/736x/d2/97/11/d2971145fd05451fc45ac82ac4ab6004.jpg,cargo jeans with frayed rips on both legs. vintage blue color.
https://i.pinimg.com/736x/e9/8d/41/e98d416b96e7ed336cd08d14d45a8ff6.jpg,cargo jeans with several small rips on both legs. faded light blue color.
https://i.pinimg.com/736x/2f/d6/b6/2fd6b64f3b7fede49e8dbdaa0f23a462.jpg,cargo jeans with small frayed white rips on both legs. skinny by silhouette. tight high waist. light blue color.
https://i.pinimg.com/736x/cc/12/cc/cc12cc9466f851af97d2d0dc84bc194d.jpg,cargo palazzo jeans with one medium rip on the right leg and one small rip on the left leg. low rise. faded black color.
https://i.pinimg.com/736x/38/a6/9a/38a69ab57e3e7b724ea2c0ed6939ab9c.jpg,cargo jeans with very small symmetrical rips on both legs. light blue color.
https://i.pinimg.com/736x/34/10/2d/34102d93953302c564c667b138ea5a93.jpg,cargo jeans with frayed white rips on both legs. high waisted. light blue color.
https://i.pinimg.com/736x/d1/14/b5/d114b5eea7ef91c03ad644bcdf69659a.jpg,palazzo jeans with rips on the left leg. mid rise. blue color.
https://i.pinimg.com/736x/1b/4d/07/1b4d0788f5946253d39b5e158fca7b09.jpg,palazzo jeans with many frayed symmetrical white rips on both legs. light light blue color.
https://i.pinimg.com/736x/f5/85/45/f5854593a3b055626ffc7ae9ca67609e.jpg,palazzo jeans with frayed white rips on both legs. high waisted. blue color.
https://i.pinimg.com/736x/bb/3f/ff/bb3fff279e9de7789fa861d2c923f19e.jpg,palazzo jeans with symmetrical rips on both legs. tight high waist. light blue or faded color.
https://i.pinimg.com/736x/48/3d/74/483d74ebbcc50f8b5c44768dbd80b6f8.jpg,palazzo jeans with medium symmetrical rips on both legs. faded light blue color.
https://i.pinimg.com/736x/32/0d/7c/320d7c54a7d31ecdcf63fa9a5d06d82c.jpg,palazzo jeans with many frayed white rips on both legs. faded blue color.
https://i.pinimg.com/736x/9f/5b/e7/9f5be75e228c9a653be280772e44156d.jpg,palazzo jeans with symmetrical frayed rips on both legs. tight high waist. black color.
https://i.pinimg.com/736x/b2/c4/69/b2c46925ca37e9dfd5d8c88e63921096.jpg,palazzo jeans with one large frayed rip on the right leg and one small rip on the left leg. black color.
https://i.pinimg.com/736x/2d/15/3c/2d153cef2f64990b85b0ec6e71d886b3.jpg,palazzo jeans with many symmetrical rips on both legs. white color.
https://i.pinimg.com/736x/82/13/82/8213826889f3633773043a64846fb321.jpg,palazzo jeans with frayed white rips on both legs. high waisted. light blue color.
https://i.pinimg.com/736x/ec/10/47/ec1047a1939ea9ac3bbf1be4ea65da97.jpg,plain straight jeans. high waisted. light blue color.
https://i.pinimg.com/736x/dc/1b/6e/dc1b6e31a47410f1f641aec632d23a21.jpg,plain straight jeans. high waisted. faded black color.
https://i.pinimg.com/736x/99/f2/b5/99f2b5a30f647f9da3c05c0bf64af23c.jpg,plain straight jeans. high waisted. blue color.
https://i.pinimg.com/736x/69/9f/6b/699f6b6e83f8c513c862e1ec6d28b0c2.jpg,plain straight jeans. high waisted. white color.
https://i.pinimg.com/736x/45/9f/8e/459f8ea18b7aa82ca8e2a4e2e0f28f79.jpg,straight jeans with rips on both legs. high waisted. faded black color.
https://i.pinimg.com/736x/a1/c1/2a/a1c12ab1a75b2fff7bda55fcf7722601.jpg,straight jeans with frayed rips on both legs. high waisted. white color.
https://i.pinimg.com/736x/f5/7f/9e/f57f9e39b1d93998ef46ca16f79c5214.jpg,plain straight jeans. high waisted. dark light blue or light blue color.
https://i.pinimg.com/736x/b9/fb/f8/b9fbf8f9852ca45d6376728bc3a7eff4.jpg,plain straight jeans. high waisted. blue color.
https://i.pinimg.com/736x/8f/da/51/8fda515d1b15354f005f019428a36dc7.jpg,plain straight jeans. high waisted. light blue color.
https://i.pinimg.com/736x/7a/76/7c/7a767cce22f8732b37b2ce55427ed9a5.jpg,mom jeans with one rip on the right leg. mid rise. dark light blue color.
https://i.pinimg.com/736x/8b/15/98/8b15989dfe3e5a7702a949221fb7eb40.jpg,plain skinny jeans. high waisted. light blue color.
https://i.pinimg.com/736x/bf/e4/0d/bfe40d1d8c49e18ce63a32b17b35172c.jpg,plain skinny jeans. mid rise. blue color.
https://i.pinimg.com/736x/94/d0/23/94d023165c61821b31731f24d3b356bc.jpg,plain skinny jeans. high waisted. blue color.
https://i.pinimg.com/736x/61/cd/7a/61cd7a2c09318b4a1f1cab1b5948413d.jpg,plain flared jeans. high waisted. dark blue color.
https://i.pinimg.com/736x/ba/63/42/ba634209409e450f796b1da65ce438bb.jpg,plain skinny jeans. high waisted. black color.
https://i.pinimg.com/736x/27/4c/7b/274c7bb6ba535c9721f20441e815146b.jpg,plain skinny jeans. low rise. dark blue color.
https://i.pinimg.com/736x/85/11/3e/85113e837cb8776456c850362ba515f4.jpg,plain skinny jeans. mid rise. white color.
https://i.pinimg.com/736x/f5/4f/e9/f54fe9ae8b2d2953a87513940913214a.jpg,plain skinny jeans. high waisted. white color.
https://i.pinimg.com/736x/ee/01/2b/ee012babcb18946ff53d1ca393ab5ea2.jpg,plain skinny jeans. low rise. white color.
https://i.pinimg.com/736x/ff/be/e0/ffbee06830a65b924ecd46ffbae0cf32.jpg,plain skinny jeans. low rise. faded gray color.
https://i.pinimg.com/736x/6f/7a/d3/6f7ad3514267be99c6b61d7fcf3bad6d.jpg,plain skinny jeans. mid rise. light gray color.
https://i.pinimg.com/736x/bf/b9/57/bfb95763ab76028be82cc33c24d6eb55.jpg,plain skinny jeans. high waisted. dark gray color.
https://i.pinimg.com/736x/84/f5/af/84f5afa865d19dd19321a436c2453d60.jpg,plain skinny jeans. mid rise. pink color.
https://i.pinimg.com/736x/73/6f/49/736f4993ae686d21563dedecebcb7267.jpg,plain skinny jeans. mid rise. green color.
https://i.pinimg.com/736x/30/12/70/301270805323dca10e2f6fb857be03f7.jpg,plain skinny jeans. high waisted. faded blue color.
https://i.pinimg.com/736x/73/a7/1e/73a71e77acee35e3f324f9ae317d91d4.jpg,"plain skinny jeans. mid rise. blue color."
https://i.pinimg.com/736x/37/6e/3d/376e3d635dc6257d0ec30e5b54a68612.jpg,skinny jeans. mid rise. light blue color.
https://i.pinimg.com/736x/b7/a2/6b/b7a26b83a136c8fa769353747c73e2d3.jpg,plain skinny jeans. high waisted. light blue color.
https://i.pinimg.com/736x/9f/37/a5/9f37a5debcc440f50fd388a4a9b06c9f.jpg,plain skinny jeans. low rise. black color.
https://i.pinimg.com/736x/dc/f7/ca/dcf7ca2229347d54a8ae38a071a862e8.jpg,plain skinny jeans. mid rise. black color.
https://i.pinimg.com/736x/82/56/3e/82563ea8825dcd3f1a56891148ec53b0.jpg,plain skinny jeans. mid rise. white color.
https://i.pinimg.com/736x/53/0e/03/530e0333499416c8e090bc8d5bbfd67e.jpg,plain straight jeans. high waisted. black color.
https://i.pinimg.com/736x/04/d9/25/04d925bf7b7094150d360ae6a847d72c.jpg,plain straight jeans. high waisted. dark light blue or light blue color.
https://i.pinimg.com/736x/9c/9f/d2/9c9fd249c83d28539bd14a593ff44ff1.jpg,plain straight jeans. mid rise. light blue color.
https://i.pinimg.com/736x/6e/c7/3a/6ec73a30d72be0a0711d04f5f36c2d76.jpg,plain straight jeans. high waisted. blue color.
https://i.pinimg.com/736x/16/90/cd/1690cd7c6b3756790d60da51ccb188bf.jpg,plain straight jeans. high waisted. blue color.
https://i.pinimg.com/736x/0c/b3/cd/0cb3cd053dd06a0b496948d31a69dacb.jpg,plain straight jeans. low rise. black color.
https://i.pinimg.com/736x/47/94/5f/47945f5fed90f1f1397b79c11d602133.jpg,plain straight jeans. mid rise. black color.
https://i.pinimg.com/736x/52/c9/7f/52c97f6c50e93a9f4048d470c046fb2f.jpg,plain straight jeans. high waisted. black color.
https://i.pinimg.com/736x/68/4c/94/684c9451a9176b83bf73b137d80cb645.jpg,plain straight jeans. high waisted. white color.
https://i.pinimg.com/736x/b7/8b/ea/b78bea24d1d8f9b9f2b12aa350136750.jpg,plain straight jeans. high waisted. white color.
https://i.pinimg.com/736x/65/4f/c2/654fc20acad007a70776026fac2ba872.jpg,plain straight jeans. high waisted. faded gray color.
https://i.pinimg.com/736x/76/34/ce/7634ce4ce8f478bee84cdbfeb3044fd7.jpg,plain palazzo jeans. high waisted. dark light blue color.
https://i.pinimg.com/736x/a3/9d/2d/a39d2d3f42017898ff1ffb929da4a25e.jpg,plain palazzo jeans. high waisted. light blue color.
https://i.pinimg.com/736x/da/cb/e1/dacbe13d2ac4b232fb32482f847f9ebc.jpg,plain palazzo jeans. high waisted. blue color.
https://i.pinimg.com/736x/29/8e/97/298e97d2e1d4267bad82b30a396bd344.jpg,plain palazzo jeans. mid rise. light blue color.
https://i.pinimg.com/236x/92/a5/ed/92a5edea2ee268548938ed2530437d74.jpg,plain palazzo jeans. high waisted. faded blue color.
https://i.pinimg.com/236x/e4/89/2a/e4892a286f971217deaa22a19bb94ca0.jpg,plain palazzo jeans. high waisted. blue color.
https://i.pinimg.com/736x/1f/2d/0b/1f2d0b202a99a352fe61e85c968b0c78.jpg,plain flared jeans. high waisted. blue color.
https://i.pinimg.com/736x/4b/63/c7/4b63c7871a4a42cfba4adeb3fb537ff1.jpg,plain palazzo jeans. mid rise. light blue color.
https://i.pinimg.com/736x/9c/1b/7a/9c1b7ac540b70e2fd84734ae19696a83.jpg,plain palazzo jeans. high waisted. blue color.
https://i.pinimg.com/736x/2b/ed/90/2bed90704ca0e3c0a634609f2ad5c0f0.jpg,plain flared jeans. low rise. two shades of blue.
https://i.pinimg.com/736x/d1/5e/b6/d15eb6245a5d144c82e7428d90ee1f76.jpg,plain palazzo jeans. mid rise. light blue color.
https://i.pinimg.com/736x/f0/86/9d/f0869d41c33e953094c055336ab227b8.jpg,plain flared jeans. mid rise. light blue color.
https://i.pinimg.com/736x/6a/13/95/6a1395d13315349f99a355db24598579.jpg,plain flared jeans. high waisted. faded light blue color.
https://i.pinimg.com/736x/ad/88/f4/ad88f4455187e073f053c134e55ef644.jpg,plain flared jeans. high waisted. blue color.
https://i.pinimg.com/736x/df/46/08/df460887ca56efe94232f4d322737a04.jpg,plain flared jeans. high waisted. blue color.
https://i.pinimg.com/736x/54/1f/61/541f616fa21f5bc96aea37aa4553752e.jpg,plain flared jeans. high waisted. light blue color.
https://i.pinimg.com/736x/5a/6b/ec/5a6bec32b779d316c77944bbb590fcce.jpg,"plain flared jeans. high waisted. blue color."
https://i.pinimg.com/736x/49/a7/fb/49a7fb0eb7a8f7e31a0fb1792e8cfed3.jpg,flared jeans. mid rise. light light blue or white color.
https://i.pinimg.com/736x/8b/46/9c/8b469c0c9889653837f0bb011a9e7000.jpg,plain flared jeans. mid rise. blue color.
https://i.pinimg.com/736x/29/cb/30/29cb305a27e64e35a128916f1a3e8195.jpg,plain flared jeans. low rise. faded blue color.
https://i.pinimg.com/736x/49/b5/89/49b5893f25ffe004eb4b1764bed84590.jpg,flared jeans with one small rip on the right leg. high waisted. blue color.
https://i.pinimg.com/736x/6d/be/f9/6dbef95fcbba31d073ef4bf18379319b.jpg,plain flared jeans. high waisted. faded and vintage blue color.
https://i.pinimg.com/736x/cd/85/62/cd8562c520a9925d786af41dcc735fcc.jpg,flared jeans with one rip on the right leg. mid rise. blue color.
https://i.pinimg.com/736x/15/f1/b8/15f1b8cbc8f53d3434fbdd2da1547eec.jpg,plain flared jeans. high waisted. blue color.
https://i.pinimg.com/736x/4e/ff/72/4eff728555250d8a837f127471e7fc15.jpg,plain flared jeans. low rise. black color.
https://i.pinimg.com/736x/00/3a/57/003a57bae3ad1494768f0c69c3063457.jpg,plain flared jeans. high waisted. black color.
https://i.pinimg.com/736x/d8/5e/97/d85e97e92b309f9c3c69fb367a861acb.jpg,plain flared jeans. low rise. gray color.
https://i.pinimg.com/736x/20/39/d4/2039d40c903d92a21d8f9e6e356ea1ab.jpg,plain flared jeans. mid rise. gray color.
https://i.pinimg.com/736x/fe/0b/48/fe0b4804db71696dc1e4c21ea067700f.jpg,plain flared jeans. high waisted. white color.
https://i.pinimg.com/736x/7f/3f/4b/7f3f4b8c1a622039bf162bcba38ed3ea.jpg,plain flared jeans. mid rise. white color.
https://i.pinimg.com/736x/a0/6c/de/a06cde3a765d269c71115a2a0d7e9116.jpg,flared jeans with medium white rips on both knees. mid rise. gray color.
https://i.pinimg.com/736x/93/a7/8b/93a78ba6570bcf58d8ba1690c85d9a24.jpg,flared jeans with one rip on the left knee. mid rise. light blue color.
https://i.pinimg.com/736x/f7/5c/18/f75c1847eb6818f13498d37e342caf8d.jpg,flared jeans with symmetrical rips on both knees. high waisted. blue color.
https://i.pinimg.com/736x/a0/09/2b/a0092b4b188bb497d86e054f2998e1b6.jpg,flared jeans with symmetrical frayed rips on both knees. high waisted. light blue color.
https://i.pinimg.com/736x/0a/ee/68/0aee681bd12742bd7fb2c17c39e950a7.jpg,flared jeans with small rips on both legs. high waisted. blue color.
https://i.pinimg.com/736x/6e/1d/f5/6e1df5b7959666c21e816245a45a48af.jpg,flared jeans with symmetrical rips on both legs. high waisted. faded black or dark gray color.
https://i.pinimg.com/736x/05/43/b8/0543b89a232ddf1fa5f38440f64a083b.jpg,flared jeans with small rips on both legs. high waisted. blue color.
https://i.pinimg.com/736x/a1/70/96/a170960efe4ab66ab30b808ea39f1183.jpg,flared jeans with white rips on both legs. high waisted. blue color.
https://i.pinimg.com/736x/53/6a/c2/536ac2cedf2f8d8c67d357055c290524.jpg,flared jeans with white rips on both legs. high waisted. blue color.
https://i.pinimg.com/736x/ef/7d/8a/ef7d8a6a663c1f00797cd8aac01700d9.jpg,flared jeans with white rips on both legs. high waisted. light blue color.
https://i.pinimg.com/736x/26/69/08/26690890637351adc753533add82f44a.jpg,flared jeans with symmetrical white rips on both legs. high waisted. black color.
https://i.pinimg.com/736x/60/15/6f/60156f8b147c7719b67b7740dba9e421.jpg,flared jeans with rips on both legs. high waisted. black color.
https://i.pinimg.com/736x/f8/9e/10/f89e109cc7bb3bcf960e2231994efd87.jpg,flared jeans with rips on both legs. high waisted. black color.
