image,description
https://i.pinimg.com/474x/5e/fb/5c/5efb5c71c27878a19dbe727a2a2745c2.jpg,"un jean skinny negro con roturas desmechadas en ambas piernas como desgastado extremo"
https://i.pinimg.com/474x/6d/48/80/6d488006988b6c8980c07cd2115c4444.jpg,"un jean skinny celeste con roturas simetricas en ambas piernas"
https://i.pinimg.com/474x/07/98/e6/0798e605f26ce4fb4eda508fab328efe.jpg,"un jean skinny celeste claro con roturas desmechadas en ambas piernas como desgastado extremo"
https://i.pinimg.com/474x/a3/e9/7d/a3e97d4c2969e78fd1b62bcd55c18d72.jpg,"un jean skinny bordo con roturas chicas en ambas piernas"
https://i.pinimg.com/474x/12/a7/9c/12a79c339c27fe03fa6a87a8cb020ab0.jpg,"un jean skinny azul con roturas desmechadas en ambas piernas como desgastado extremo"
https://i.pinimg.com/474x/51/45/1c/51451c4ce214999a2c38583fcd28d6cb.jpg,"un jean skinny azul con roturas desmechadas en ambas piernas como desgastado extremo"
https://i.pinimg.com/474x/16/47/7a/16477a196e4aa64b29f78900a9a9d580.jpg,"un jean recto celeste con una rotura en la pierna izquierda"
https://i.pinimg.com/736x/fb/18/49/fb1849b402ed01914ce983b60cbca5af.jpg,"un jean recto celeste con roturas simetricas en ambas piernas"
https://i.pinimg.com/474x/da/46/3d/da463d7f3209b8accbadfb5227d348fd.jpg,"un jean recto celeste con roturas simetricas en ambas piernas"
https://i.pinimg.com/474x/40/56/b0/4056b0f5e0239b6f575859fd74124968.jpg,"un jean recto celeste con una rotura en la pierna izquierda"
https://i.pinimg.com/474x/d2/62/79/d262795516394a75e0e02c2fe9f50c99.jpg,"un jean recto celeste con una rotura en la pierna izquierda y otra rotura chica en la pierna derecha"
https://i.pinimg.com/474x/b1/a8/14/b1a81411384803facdce5776d094459a.jpg,"un jean recto azul con roturas simetricas en ambas piernas"
https://i.pinimg.com/474x/23/2c/b3/232cb3225c227b32102ba9a3094cc915.jpg,"un jean azul desgastado con una rotura en la pierna izquierda"
https://i.pinimg.com/736x/5c/bf/a8/5cbfa80b64a6f4dae68b2a3cb07b357f.jpg,"un jean recto celeste con roturas simetricas desmechadas grandes y bien abiertas en ambas piernas"
