image,description
https://i.pinimg.com/474x/2f/27/63/2f27638f10f244f9e87fc7df3803b994.jpg,jean skinny con roturas simetricas en ambas piernas Tiro alto apretado. Color negro liso.
https://i.pinimg.com/474x/7b/6e/ed/7b6eed31b9b089bb38324a4979963bce.jpg,jean skinny con roturas blancas simetricas en ambas piernas Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/474x/f3/50/d7/f350d73e8ab34474b9143c50f57f9628.jpg,jean skinny con roturas medianas en ambas piernas Tiro alto apretado. Color azul fuerte.
https://i.pinimg.com/736x/51/33/ca/5133ca177c89a74db89e31f7f319872d.jpg,jean skinny con roturas blancas medianas en ambas piernas Tiro alto apretado. Color azul o celeste fuerte desgastado.
https://i.pinimg.com/474x/b9/b5/48/b9b5487ce1bb95f44b155e26b83a0e98.jpg,jean skinny con roturasblancas desmechadas medianas en ambas piernas Tiro alto apretado. Color azul fuerte.
https://i.pinimg.com/474x/5e/fb/5c/5efb5c71c27878a19dbe727a2a2745c2.jpg,jean skinny con roturas desmechadas en ambas piernas como desgastado extremo Tiro alto apretado. Color negro desgastado.
https://i.pinimg.com/474x/6d/48/80/6d488006988b6c8980c07cd2115c4444.jpg,jean skinny con roturas simetricas en ambas piernas Tiro alto apretado. Color celeste.
https://i.pinimg.com/474x/07/98/e6/0798e605f26ce4fb4eda508fab328efe.jpg,jean skinny con roturas desmechadas en ambas piernas como desgastado extremo Tiro alto apretado. Color celeste.
https://i.pinimg.com/474x/a3/e9/7d/a3e97d4c2969e78fd1b62bcd55c18d72.jpg,jean skinny con roturas chicas en ambas piernas Tiro alto apretado. Color bordo.
https://i.pinimg.com/474x/12/a7/9c/12a79c339c27fe03fa6a87a8cb020ab0.jpg,jean skinny con roturas blancas desmechadas en ambas piernas como desgastado extremo Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/51/45/1c/51451c4ce214999a2c38583fcd28d6cb.jpg,jean skinny con roturas blancas desmechadas en ambas piernas como desgastado extremo Tiro alto apretado. Color azul desgastado.
https://i.pinimg.com/474x/16/47/7a/16477a196e4aa64b29f78900a9a9d580.jpg,jean recto con una rotura en la pierna izquierda Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/736x/fb/18/49/fb1849b402ed01914ce983b60cbca5af.jpg,jean recto con roturas simetricas en ambas piernas Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/da/46/3d/da463d7f3209b8accbadfb5227d348fd.jpg,jean recto con roturas simetricas en ambas piernas Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/40/56/b0/4056b0f5e0239b6f575859fd74124968.jpg,jean recto con una rotura en la pierna izquierda Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/d2/62/79/d262795516394a75e0e02c2fe9f50c99.jpg,jean recto con una rotura blanca en la pierna izquierda y otra rotura chica en la pierna derecha Tiro alto. Color celeste fuerte o azul claro desgastado vintage.
https://i.pinimg.com/474x/b1/a8/14/b1a81411384803facdce5776d094459a.jpg,jean recto con roturas blancas simetricas en ambas piernas Tiro alto. Color o azul desgastado.
https://i.pinimg.com/474x/23/2c/b3/232cb3225c227b32102ba9a3094cc915.jpg,jean con una rotura en la pierna izquierda Tiro alto. Color celeste fuerte o azul claro desgastado.
https://i.pinimg.com/736x/5c/bf/a8/5cbfa80b64a6f4dae68b2a3cb07b357f.jpg,jean recto con roturas blancas simetricas desmechadas grandes y bien abiertas en ambas piernas Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/57/10/bf/5710bff94a535d1965c128a10e1d1c34.jpg,jean wide leg Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/474x/57/10/bf/5710bff94a535d1965c128a10e1d1c34.jpg,jean wide leg Tiro alto apretado. Color celeste claro desgastado.
https://i.pinimg.com/474x/47/53/29/475329a0eaaf25542763c9a22dcbeb31.jpg,jean wide leg Tiro alto apretado. Color negro o gris desgastado.
https://i.pinimg.com/474x/07/b9/6d/07b96dbb2a066b70c7b4fec326aacbd3.jpg,jean wide leg Tiro alto apretado. Color negro desgastado.
https://i.pinimg.com/736x/ee/3b/2b/ee3b2bfe16677dcf038db60029744da9.jpg,jean wide leg Color azul desgastado vintage.
https://i.pinimg.com/474x/21/2c/dc/212cdcd7d8dc976aafe18a10963d41f8.jpg,jean wide leg Tiro alto apretado. Color blanco.
https://i.pinimg.com/474x/d8/8c/e2/d88ce275f22d7aba9076ac30accddcb1.jpg,jean wide leg Tiro alto apretado. Color azul desgastado vintage.
https://i.pinimg.com/474x/fa/bf/d6/fabfd60ee4cf301908332305b4c314c1.jpg,jean wide leg Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/6a/b8/6e/6ab86e6f6ac43af6cfd5643647f524a7.jpg,jean wide leg Tiro alto apretado. Color azul o gris desgastado.
https://i.pinimg.com/474x/db/07/7c/db077ce5563f60100c4a3b44c13091a1.jpg,jean wide leg Color gris desgastado.
https://i.pinimg.com/474x/6e/8e/bf/6e8ebfd94d6492ed8ea57517e590a9f0.jpg,jean wide leg Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/30/a1/d7/30a1d7bc39c3916623a80d0d01b86acd.jpg,jean wide leg Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/0d/92/33/0d92330f7e97c78e49bdf4876e9a7b6d.jpg,jean wide leg Tiro alto apretado. Color azul desgastado vintage.
https://i.pinimg.com/474x/ae/d9/1c/aed91c8bbaf39534217f9b2f8796e51e.jpg,jean recto Tiro alto apretado. Color gris desgastado.
https://i.pinimg.com/474x/f8/89/6a/f8896aa396af8f3cdbffc43e0aa8002e.jpg,jean wide leg Tiro alto apretado. Color azul desgastado vintage.
https://i.pinimg.com/474x/75/22/6e/75226e723208242833e73284e5705f67.jpg,jean wide leg Tiro alto apretado. Color gris desgastado.
https://i.pinimg.com/474x/60/03/87/6003876a7c68cbe6ef3a69a488e61267.jpg,jean wide leg Tiro alto apretado. Color negro o gris desgastado vintage.
https://i.pinimg.com/474x/8b/15/98/8b15989dfe3e5a7702a949221fb7eb40.jpg,jean skinny . Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/736x/dd/c0/e6/ddc0e69ce9c761c23575f2e3651d7b80.jpg,jean skinny . Tiro alto apretado. Color azul desgastado.
https://i.pinimg.com/474x/6f/d2/59/6fd25959ec88bf3fe30f76238dfac18e.jpg,jean skinny . Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/c7/25/26/c725265d4308d3f78c41907e75110f8f.jpg,jean skinny . Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/de/51/66/de516633b3251a32cbc9b5a603148f0a.jpg,jean skinny . Tiro alto apretado. Color negro o gris.
https://i.pinimg.com/736x/f8/58/d7/f858d75a1ce9fe77f9c3f97cd7ee7c0c.jpg,jean wide leg Tiro alto apretado. Color celeste desgastado.
https://i.pinimg.com/474x/09/59/a8/0959a87ac74226a9c1780a2715bbd237.jpg,jean wide leg Tiro alto apretado. Color azul.
https://i.pinimg.com/736x/20/99/b2/2099b2364845f39879a03d4db54ab9f2.jpg,jean wide leg Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/02/e7/a7/02e7a75f8ca3b35667bdc97c8724f4e7.jpg,jean wide leg Color celeste.
https://i.pinimg.com/474x/f5/03/44/f50344f12904bcafd0fad696c940c713.jpg,jean recto Tiro alto. Color gris desgastado.
https://i.pinimg.com/736x/22/79/87/2279874fc544e1350d7ab8af0b966814.jpg,jean wide leg Tiro alto apretado. Color azul vintage.
https://i.pinimg.com/474x/0b/1e/d4/0b1ed49e23f5210c04fdd4a63f2fcfa0.jpg,jean wide leg Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/474x/8a/51/b4/8a51b494904d89d1a93df2daee4daf95.jpg,jean recto Tiro alto apretado. Color azul desgastado.
https://i.pinimg.com/474x/19/cf/db/19cfdb372810240bb989bd2fecc7760b.jpg,jean wide leg Tiro alto apretado. Color celeste claro vintage.
https://i.pinimg.com/474x/bc/92/ea/bc92eac6f4f166d6b8942c470bcfae43.jpg,jean wide leg tipo cargo Tiro alto apretado. Color celeste fuerte.
https://i.pinimg.com/474x/95/e9/28/95e9282f4d494f65c2032f7b7594e5a9.jpg,jean de recto Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/22/26/11/22261146caabfa1952aa4bcbe54f75a3.jpg,jean wide leg tipo cargo Tiro alto apretado. Color celeste fuerte.
https://i.pinimg.com/474x/fd/02/9e/fd029eea0dbdd8f5163d15abac4b645f.jpg,jean wide leg tipo cargo Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/a6/57/2c/a6572c4c63e7c58f986a17c137cf4b73.jpg,jean wide leg Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/474x/2b/e8/5e/2be85efc98cc2e0a47e6625390781fb2.jpg,jean wide leg Tiro alto apretado. Color azul vintage.
https://i.pinimg.com/474x/22/ea/d5/22ead5b01b4dce7e94c765a9828d447b.jpg,jean wide leg . Tiene flores como decoracion y hojas distribuidas simétricamente a lo largo de ambas piernas Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/474x/b0/f4/43/b0f443c07584ff1bec5169abc674d4e8.jpg,jean recto . Tiene estrellas como decoracion Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/474x/f2/6c/55/f26c55d9bdca2a29a8c498d6a29badc0.jpg,jean wide leg tipo cargo Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/4b/99/56/4b9956337eb3d0be3c66421c6a8fbd38.jpg,jean wide leg Tiro alto suelto. Color azul vintage.
https://i.pinimg.com/474x/f7/4e/c1/f74ec1e109d30c48cb630d226288b034.jpg,jean wide leg Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/d5/7a/24/d57a243ca321df465ef9f745cc3c6d55.jpg,jean recto . Tiene costuras horizontales que cruzan ambas piernas a la altura del muslo y de la pantorrilla Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/e5/e3/e9/e5e3e93a83784b00de1fa882d9264b61.jpg,jean wide leg Tiro alto. Color celeste.
https://i.pinimg.com/474x/8e/b9/6c/8eb96cc2f1be4d7fdd7756369ad29371.jpg,jean wide leg . Tiene varios botones Tiro alto apretado. Color gris.
https://i.pinimg.com/474x/4e/da/17/4eda1700415edd3b7b446fad4840da49.jpg,jean wide leg . Tiene un cinturon de jean Tiro alto. Color celeste.
https://i.pinimg.com/474x/fa/a6/a0/faa6a05bb1f10de4b43a71265e7be1f5.jpg,jean wide leg tipo cargo . Tiene una cintura elastizada con cordon ajustable Tiro alto. Color celeste vintage.
https://i.pinimg.com/474x/e3/8b/e9/e38be9cb0ac370b55a09e4ce3c0a7d1a.jpg,jean wide leg Tiro alto apretado. Color gris.
https://i.pinimg.com/736x/0b/17/de/0b17ded1343177956f2885a7fd31c996.jpg,jean wide leg Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/86/e7/82/86e782dcfc1f6accf1f4f837b9a4b568.jpg,jean recto tipo cargo . Tiene los tobillos elastizados Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/cc/6a/04/cc6a04a980de5a9c37045ef266b2226f.jpg,jean wide leg . Tiene tiras denim cosidas por ambas piernas Tiro alto. Color celeste.
https://i.pinimg.com/474x/fb/b8/7f/fbb87f893f2b0e92af0fb69c615d6986.jpg,jean wide leg tipo cargo Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/88/f9/1d/88f91d890a4f3f55603391c8f471c024.jpg,jean wide leg tipo cargo Tiro alto apretado. Color celeste.
https://i.pinimg.com/474x/1b/47/9e/1b479edaa4eb62c3e16c5e77a3422e4e.jpg,"jean wide leg . El estampado parece ser un lavado ácido o técnica de decoloración sobre el jean, formando motivos florales y de hojas a lo largo de ambas piernas Tiro alto apretado. Color gris."
https://i.pinimg.com/474x/1d/ed/fa/1dedfaa10a2c9527e8021249cd64290b.jpg,jean wide leg Tiro alto apretado. Color gris oscuro.
https://i.pinimg.com/474x/c6/ae/06/c6ae0645352570684e233470f9d2f626.jpg,jean wide leg Tiro medio. Color celeste.
https://i.pinimg.com/474x/0a/1c/50/0a1c5068bdff91ce604d2af2a4cc09b5.jpg,jean palazzo Tiro medio. Color azul.
https://i.pinimg.com/474x/ca/8f/c1/ca8fc1eea6a0839359b0e4228edc4e4f.jpg,jean recto tipo cargo . Tiene doble boton Tiro alto apretado. Color azul destenido manchado.
https://i.pinimg.com/474x/56/48/6d/56486d1d677b25fe7d3390f01c35b6cf.jpg,jean wide leg . Costuras visibles verticales que recorren las piernas y bolsillos tipo cargo Tiro alto apretado. Color gris destenido.
https://i.pinimg.com/474x/b3/72/8f/b3728f7e967cf69f2979b56dfd5e21c2.jpg,"jean wide leg . El estampado parece ser un lavado ácido o técnica de decoloración sobre el jean, formando motivos florales a lo largo de ambas piernas Tiro alto apretado. Color gris."
https://i.pinimg.com/474x/a0/27/19/a02719bf9ee91e50bb90daf72fac6f13.jpg,jean baggy . Tiene brillos Tiro medio. Color azul vintage.
https://i.pinimg.com/474x/70/e1/57/70e157e903671962175b3d45dfed96d0.jpg,jean wide leg tipo cargo Tiro medio. Color azul.
https://i.pinimg.com/474x/a2/16/7e/a2167e1d313955d7208f402f68a55ece.jpg,jean wide leg tipo cargo Tiro medio. Color celeste.
https://i.pinimg.com/474x/03/3a/42/033a42ee547e72e13798a8208c9787a2.jpg,jean wide leg tipo cargo Tiro medio. Color azul.
https://i.pinimg.com/474x/14/bc/26/14bc2649cf2a2021d0a81a50e6223a14.jpg,jean wide leg tipo cargo Tiro medio. Color celeste.
https://i.pinimg.com/474x/29/ce/8b/29ce8b2cfca3ecc4bd7dc1118624c7e8.jpg,jean wide leg tipo cargo . Cintura elastizada Tiro medio. Color azul.
https://i.pinimg.com/474x/5e/a0/9b/5ea09bd2c512cdf811322e4c7e95a48f.jpg,"jean wide leg . El estampado parece ser un lavado ácido o técnica de decoloración sobre el jean, formando motivos florales a lo largo de ambas piernas Tiro alto apretado. Color azul."
https://i.pinimg.com/474x/67/e5/78/67e57871b06402376d2d01affc84d4f5.jpg,"jean wide leg . Está confeccionado con dos tonos de denim, uno azul oscuro (al centro) y otro celeste claro (en los laterales), unidos mediante una costura en forma de onda que recorre toda la pierna Tiro alto apretado. Color azul o celeste."
https://i.pinimg.com/474x/ea/bb/ac/eabbac04b3aa6400fec71bb5ac3cbaec.jpg,jean wide leg tipo cargo Tiro alto. Color celeste.
https://i.pinimg.com/474x/7f/29/e6/7f29e65df5fdb7f74f785007b280e2bb.jpg,jean mom tipo cargo . Tobillos elastizados Tiro alto. Color celeste.
https://i.pinimg.com/474x/8f/ab/3e/8fab3e31e30c4f1bdb469339aede171f.jpg,jean wide leg tipo cargo . Cinturon denim en la cintura Tiro alto. Color celeste.
https://i.pinimg.com/474x/87/92/4c/87924cba8be26b19f4c57f0361a5eac0.jpg,"jean wide leg . El estampado parece ser un lavado ácido o técnica de decoloración sobre el jean, formando motivos florales a lo largo de ambas piernas Tiro alto apretado. Color azul y blanco."
https://i.pinimg.com/474x/29/a7/bd/29a7bd9a573665b48130560c1df3c1f5.jpg,jean wide leg tipo cargo Tiro alto. Color negro.
https://i.pinimg.com/474x/f4/c7/0c/f4c70cc8620165e6ceee370c6a9ba7a5.jpg,jean wide leg tipo cargo Tiro alto. Color gris claro.
https://i.pinimg.com/474x/11/eb/2d/11eb2db0e482ab43fe2ce2fdde001687.jpg,"jean wide leg . El estampado parece ser un lavado ácido o técnica de decoloración sobre el jean, formando rombos a lo largo de ambas piernas Tiro alto apretado. Color azul."
https://i.pinimg.com/474x/dc/fd/6c/dcfd6ca649d1a2a71d4220bfc121de53.jpg,jean skinny Tiro alto. Color celeste.
https://i.pinimg.com/474x/86/b1/9c/86b19c6b0049e3cabb33fb86f6e1f006.jpg,jean flatered o campana . La parte inferior está formada por piernas de jean ancho en denim celeste claro Tiro alto. Color negro.
https://i.pinimg.com/474x/22/b8/b3/22b8b364481f3f1aab99309801943158.jpg,jean flatered o campana . Tiro alto Color azul.
https://i.pinimg.com/474x/42/34/56/4234569bdfd8f1a44d66957b89506560.jpg,jean flatered o campana Tiro alto. Color azul vintage.
https://i.pinimg.com/474x/a8/ba/fe/a8bafe864a919c4600c718f3a48c2c38.jpg,jean wide leg . Costura vertical centrada Tiro medio. Color celeste.
https://i.pinimg.com/474x/20/a8/71/20a871046fc805d2928d6ad95b8da2b4.jpg,jean wide leg Tiro alto. Color azul.
https://i.pinimg.com/474x/d0/da/8b/d0da8b7dbb336ee2ac726388543823f6.jpg,jean palazzo Tiro alto. Color azul. Elegante
https://i.pinimg.com/474x/63/d3/1b/63d31b527b7ee2ad4ab3e1a9e3997df6.jpg,jean wide leg . Estampado de estrellas en la parte inferior Tiro alto. Color gris.
https://i.pinimg.com/474x/76/63/27/7663274b490bc1326fc61ae363cb0510.jpg,jean flatered o campana Tiro alto. Color azul.
https://i.pinimg.com/474x/f2/96/ca/f296cae0fee06f9ae34dbf203e36c79c.jpg,jean wide leg Tiro alto. Color azul.
https://i.pinimg.com/474x/b3/5c/97/b35c977928e54aacfd2200e387231fef.jpg,jean wide leg .Cintura elastizada y costura vertical negra y blanca en forma de lineas en los laterales del jean Tiro alto. Color azul.
https://i.pinimg.com/474x/3f/f8/1e/3ff81e8e376553328940ecccafa1846d.jpg,jean wide leg En los laterales color azul fuerte. Botones en la parte inferior. Tiro alto. Color azul.
https://i.pinimg.com/474x/d4/fb/16/d4fb161dcebe207dfe27a9b53cd76063.jpg,jean flatered o campana Tiro alto. Color celeste fuerte.
https://i.pinimg.com/736x/7d/e2/b5/7de2b54b54a9ebaca9d5e014ebdcf9c7.jpg,jean wide leg o baggy Tiro bajo. Color gris destenido vintage.
https://i.pinimg.com/474x/78/83/af/7883af27f815b16c8679c5e294b9898a.jpg,jean wide leg Tiro alto. Color azul destenido.
https://i.pinimg.com/474x/84/25/c7/8425c754fbdbb44dd4290c0eddc931ff.jpg,jean wide leg . Estampado blanco de estrellas Tiro alto. Color negro destenido.
https://i.pinimg.com/474x/4d/eb/e3/4debe3c2f8f3677ee5b7bbd3417e3d50.jpg,jean wide leg . Estampado negro de fuego Tiro alto. Color gris blanco destenido.
https://i.pinimg.com/474x/44/08/b4/4408b433ea8ce38ee0ee81aacf5b507a.jpg,jean wide leg o baggy Tiro alto. Color azul vintage.
https://i.pinimg.com/474x/dd/0f/8a/dd0f8ab1b15a1178790f4e307cd96fff.jpg,"jean wide leg . Variso tipos de estampados, color rojo de letras y azul de peces Tiro alto. Color azul."
https://i.pinimg.com/474x/b0/47/5b/b0475bbda8a93a076b9ce50e05264fd1.jpg,jean wide leg . Estampado de flore color rosa Tiro alto. Color celeste.
https://i.pinimg.com/474x/e6/8d/2c/e68d2c7156231919cee3d07fef41c95b.jpg,jean wide leg Tiro alto. Color azul vintage.
https://i.pinimg.com/474x/e2/49/6d/e2496dd9042f147b056356f40afb3aa0.jpg,jean wide leg . Estampado de maruposas negro Tiro alto. Color celeste.
https://i.pinimg.com/736x/76/cc/29/76cc29d533e6fdd8e8ea03ba48408569.jpg,jean recto con roturas desmechadas grandes y bien abiertas en ambas piernas Tiro alto. Color celeste.
https://i.pinimg.com/474x/93/36/3a/93363a048fcc17d689024a65fd2a356e.jpg,jean recto con roturas desmechadas que se extienden por ambas piernas Tiro alto. Color celeste claro.
https://i.pinimg.com/474x/5f/51/77/5f5177e1521ae677c379ca0957e5bc51.jpg,jean recto con roturas simetricas desmechadas medianas en ambas piernas Tiro alto apretado. Color celeste.
https://i.pinimg.com/474x/dd/67/25/dd672501f013e715067802e18cdae105.jpg,jean recto con muchas roturas desmechadas grandes y bien abiertas por ambas piernas como desgastado extremo Tiro alto. Color azul desgastado o celeste fuerte.
https://i.pinimg.com/474x/16/47/7a/16477a196e4aa64b29f78900a9a9d580.jpg,jean recto con una rotura muy chica en la pierna izquierda Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/736x/5c/bf/a8/5cbfa80b64a6f4dae68b2a3cb07b357f.jpg,jean recto con tres roturas blancas simetricas desmechadas grandes y bien abiertas en ambas piernas Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/736x/fb/18/49/fb1849b402ed01914ce983b60cbca5af.jpg,jean recto con roturas simetricas muy chicas en ambas piernas Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/da/46/3d/da463d7f3209b8accbadfb5227d348fd.jpg,jean recto con roturas simetricas chicas en ambas piernas Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/40/56/b0/4056b0f5e0239b6f575859fd74124968.jpg,jean recto con una rotura chica en la pierna izquierda Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/d2/62/79/d262795516394a75e0e02c2fe9f50c99.jpg,jean recto con una rotura blanca en la pierna izquierda y otra rotura chica arriba en la pierna derecha Tiro alto. Color celeste fuerte o azul claro desgastado vintage.
https://i.pinimg.com/736x/74/87/dd/7487ddff40c7e2d6b3563c2c88a242a5.jpg,jean recto con muchas roturas desmechadas grandes y bien abiertas por ambas piernas como desgastado extremo Tiro alto. Color azul desgastado.
https://i.pinimg.com/474x/b1/a8/14/b1a81411384803facdce5776d094459a.jpg,jean recto con roturas chicas blancas simetricas en ambas piernas Tiro alto. Color azul desgastado.
https://i.pinimg.com/736x/a1/b3/0e/a1b30e75649c4261292732f8896e339c.jpg,"jean recto con roturas blancas, chicas y casi simetricas en ambas piernas Tiro alto. Color azul desgastado."
https://i.pinimg.com/736x/c8/3e/c5/c83ec5f7a2fd30c4a78fa5f00ebd9318.jpg,jean recto con roturas blancas simetricas en ambas piernas Tiro alto. Color celeste.
