image,description
processed_images_english/12a79c339c27fe03fa6a87a8cb020ab0_nobg_nobg.png,skinny jeans with frayed white rips on both legs like extreme distressing. Tight high waisted.blue color
processed_images_english/51451c4ce214999a2c38583fcd28d6cb_nobg_nobg.png,skinny jeans with frayed white rips on both legs like extreme distressing. Tight high waisted.faded blue color
processed_images_english/06aef1dd2c7a3dafc0e005ac89b1278d_nobg_nobg.png,straight jeans with symmetrical white rips on both legs. High waisted. blue color
processed_images_english/fb1849b402ed01914ce983b60cbca5af_nobg_nobg.png,straight jeans with symmetrical rips on both legs. High waisted. faded light blue color
processed_images_english/0d988cd56d70af712c2819e078214bb7_nobg_nobg.png,mom jeans with white rips on both legs. High waisted. blue color
processed_images_english/39b183db6e3820e5d9e8cc292371f250_nobg_nobg.png,straight jeans with symmetrical white rips on both legs. High waisted. light blue color
processed_images_english/d262795516394a75e0e02c2fe9f50c99_nobg_nobg.png,straight jeans with one white rip on the left leg and one small rip on the right leg. High waisted. strong light blue or vintage faded light blue color
processed_images_english/f921f41827554c33d1b400ea6b5cc1b1_nobg_nobg.png,straight jeans with medium rips on both legs. High waisted. blue color
processed_images_english/824ee95e3bf76abc413d47510617eb30_nobg_nobg.png,straight jeans with medium rips on both knees. High waisted. light blue color
processed_images_english/5cbfa80b64a6f4dae68b2a3cb07b357f_nobg_nobg.png,straight jeans with large frayed symmetrical white rips wide open on both legs. High waisted. faded light blue color
processed_images_english/aed91c8bbaf39534217f9b2f8796e51e_nobg_nobg.png,plain straight jeans. Tight high waisted.faded gray color
processed_images_english/8b15989dfe3e5a7702a949221fb7eb40_nobg_nobg.png,plain skinny jeans. Tight high waisted.light blue color
processed_images_english/ddc0e69ce9c761c23575f2e3651d7b80_nobg_nobg.png,plain skinny jeans. Tight high waisted.faded blue color
processed_images_english/6fd25959ec88bf3fe30f76238dfac18e_nobg_nobg.png,plain skinny jeans. Tight high waisted.blue color
processed_images_english/c725265d4308d3f78c41907e75110f8f_nobg_nobg.png,plain skinny jeans. Tight high waisted.blue color
processed_images_english/de516633b3251a32cbc9b5a603148f0a_nobg_nobg.png,plain skinny jeans. Tight high waisted.black or gray color
processed_images_english/f50344f12904bcafd0fad696c940c713_nobg_nobg.png,plain straight jeans. High waisted. faded gray color
processed_images_english/8a51b494904d89d1a93df2daee4daf95_nobg_nobg.png,plain straight jeans. Tight high waisted.faded blue color
processed_images_english/95e9282f4d494f65c2032f7b7594e5a9_nobg_nobg.png,plain straight jeans. Tight high waisted.blue color
processed_images_english/6a80a1ddd8b6035be8df5e07e01f0c61_nobg_nobg.png,plain flared jeans cargo style. Tight high waisted.Stained light blue color
processed_images_english/b0f443c07584ff1bec5169abc674d4e8_nobg_nobg.png,plain straight jeans Has stars as decoration. Tight high waisted.light blue color
processed_images_english/d57a243ca321df465ef9f745cc3c6d55_nobg_nobg.png,plain straight jeans Has horizontal seams crossing both legs at thigh and calf level. Tight high waisted.blue color
processed_images_english/86e782dcfc1f6accf1f4f837b9a4b568_nobg_nobg.png,plain straight cargo style jeans Has elastic ankles. Tight high waisted.blue color
processed_images_english/0a1c5068bdff91ce604d2af2a4cc09b5_nobg_nobg.png,plain palazzo jeans. Mid rise.blue color
processed_images_english/ca8fc1eea6a0839359b0e4228edc4e4f_nobg_nobg.png,plain straight cargo style jeans Has double button. Tight high waisted.faded stained blue color
processed_images_english/a02719bf9ee91e50bb90daf72fac6f13_nobg_nobg.png,plain baggy jeans Has glitter. Mid rise. vintage blue color
processed_images_english/7f29e65df5fdb7f74f785007b280e2bb_nobg_nobg.png,plain mom cargo style jeans elastic ankles. High waisted. light blue color
processed_images_english/dcfd6ca649d1a2a71d4220bfc121de53_nobg_nobg.png,plain skinny jeans. High waisted. light blue color
processed_images_english/86b19c6b0049e3cabb33fb86f6e1f006_nobg_nobg.png,plain flared jeans The lower part is made of wide-leg denim in light blue. High waisted. black color
processed_images_english/22b8b364481f3f1aab99309801943158_nobg_nobg.png,plain flared jeans. High waisted. blue color
processed_images_english/4234569bdfd8f1a44d66957b89506560_nobg_nobg.png,plain flared jeans. High waisted. vintage blue color
processed_images_english/d0da8b7dbb336ee2ac726388543823f6_nobg_nobg.png,plain palazzo jeans. High waisted. blue color elegant
processed_images_english/7663274b490bc1326fc61ae363cb0510_nobg_nobg.png,plain flared jeans. High waisted. blue color
processed_images_english/d4fb161dcebe207dfe27a9b53cd76063_nobg_nobg.png,plain flared jeans. High waisted. strong light blue color
processed_images_english/3a7c87be32bf88e24831e0aa97acf08d_nobg_nobg.png,straight jeans with medium symmetrical rips on both knees. Mid rise. light blue color
processed_images_english/16477a196e4aa64b29f78900a9a9d580_nobg_nobg.png,straight jeans with a very small rip on the left leg. High waisted. faded light blue color
processed_images_english/4056b0f5e0239b6f575859fd74124968_nobg_nobg.png,straight jeans with a small rip on the left leg. High waisted. faded light blue color
processed_images_english/ce521c555b01ddefa818d4f271e21858_nobg_nobg.png,straight jeans with large rips on both legs. High waisted. faded light blue color
processed_images_english/b1a81411384803facdce5776d094459a_nobg_nobg.png,straight jeans with small white symmetrical rips on both legs. High waisted. faded blue color
processed_images_english/a1b30e75649c4261292732f8896e339c_nobg_nobg.png,straight jeans with small almost symmetrical white rips on both legs. High waisted. faded blue color
processed_images_english/c83ec5f7a2fd30c4a78fa5f00ebd9318_nobg_nobg.png,straight jeans with symmetrical white rips on both legs. High waisted. light blue color
processed_images_english/a64a5a00c759680bc3bbbb104d157819_nobg_nobg.png,straight jeans with small symmetrical white rips on both knees. High waisted. blue color
processed_images_english/181d40b8f1ecb79eb560c1fef5d30923_nobg_nobg.png,straight jeans with large frayed rips on both legs. High waisted. black color
processed_images_english/b5ef0f99da847d6e3c55bb8776a5df32_nobg_nobg.png,straight jeans with large symmetrical frayed white rips on both legs black color
processed_images_english/81278e3a299dab4a0f5527a307d6fd83_nobg_nobg.png,straight jeans with rips on both legs black color
processed_images_english/54d51f18e0246af5f9f0c23b59c5b934_nobg_nobg.png,straight jeans with small symmetrical rips on both legs white color
processed_images_english/1986341b50792d15172540dfb82081e5_nobg_nobg.png,straight jeans with medium rips on both legs white color
processed_images_english/b81f6008837f5214c926d9a2fcd34dd2_nobg_nobg.png,straight jeans with symmetrical frayed white rips on both legs. High waisted. white color
processed_images_english/232cb3225c227b32102ba9a3094cc915_nobg_nobg.png,jeans with one rip on the left leg. High waisted. strong light blue or vintage faded light blue color
processed_images_english/8944d946cad6f0de6d7fbc20afb1c147_nobg_nobg.png,skinny jeans with small rips on both legs. Tight high waist. faded black color.
processed_images_english/991ec5c8c14bf8153ce9f2e068aa39db_nobg_nobg.png,skinny jeans with small symmetrical rips on both legs. Tight high waist. black color.
processed_images_english/f60e57fa4a3721c1ad2c37ffcb91c377_nobg_nobg.png,skinny jeans with medium rips on both legs. Tight high waist. white color.
processed_images_english/063858f9cb0e6e6cc1e3b16a1091aca4_nobg_nobg.png,skinny jeans with small symmetrical rips on both legs. Mid rise. black color.
processed_images_english/2f27638f10f244f9e87fc7df3803b994_nobg_nobg.png,skinny jeans with symmetrical rips on both legs. Tight high waist. plain black color.
processed_images_english/7b6eed31b9b089bb38324a4979963bce_nobg_nobg.png,skinny jeans with symmetrical white rips on both legs. Tight high waist. light light blue color.
processed_images_english/cf931c9d9e629f46400522de522e2246_nobg_nobg.png,skinny jeans with three rips on the right leg and one on the left. High waisted. blue color.
processed_images_english/5133ca177c89a74db89e31f7f319872d_nobg_nobg.png,skinny jeans with medium white rips on both legs. Tight high waist. faded blue or strong light blue color.
processed_images_english/5b11e51b00c2961a0e5c41bb9b4a4195_nobg_nobg.png,skinny jeans with small rips on both legs. High waisted. blue color.
processed_images_english/5efb5c71c27878a19dbe727a2a2745c2_nobg_nobg.png,skinny jeans with frayed rips on both legs like extreme distressing. Tight high waist. faded black color.
processed_images_english/a36cd4f3692151311cb7ad0dd1b30576_nobg_nobg.png,skinny jeans with symmetrical rips on both legs. Tight high waist. light light blue color.
processed_images_english/0798e605f26ce4fb4eda508fab328efe_nobg_nobg.png,skinny jeans with frayed rips on both legs like extreme distressing. Tight high waist. light blue color.
processed_images_english/851b7422336634f0edf1ce9871e91501_nobg_nobg.png,skinny jeans with small rips on both legs. Tight high waist. burgundy color.
processed_images_english/2b647e006c29efc825153e70fa7ab5ed_nobg_nobg.png,flared jeans with frayed white rips on both legs. Tight high waist. faded blue color.
processed_images_english/c94fe25bb3150eebd56c68cf774ee1f8_nobg_nobg.png,flared jeans with frayed white rips on both legs. blue color.
processed_images_english/a8c595b3e6eecad820e8b846376aea74_nobg_nobg.png,flared jeans with small frayed white rips on both legs. light blue color.
processed_images_english/7d4527816fa83a18dc49073a0ce9f0b1_nobg_nobg.png,flared jeans with small symmetrical frayed white rips on both legs. Tight high waist. light blue color.
processed_images_english/6db7ee1e1ca052a5a54970f1f15a9250_nobg_nobg.png,flared jeans with symmetrical frayed white rips on both legs. faded light blue color.
processed_images_english/b73a2774cde7ecb106e61f6125b9ab2d_nobg_nobg.png,flared jeans with very small symmetrical rips on both legs. Tight high waist. light blue color.
processed_images_english/c0f5f2f2f734e78f4e3a6f7118d97b17_nobg_nobg.png,flared jeans with very small symmetrical rips on both legs. blue color.
processed_images_english/22e41950d72d3078be6ce3a17c71ee96_nobg_nobg.png,flared jeans with very small symmetrical rips on both legs. Tight high waist. black color.
processed_images_english/cdbea5913487e4a2e496cd819375eeea_nobg_nobg.png,flared jeans with small symmetrical rips on both legs and another rip on the left leg. Tight high waist. black color.
processed_images_english/d77f97a68cb376a9e049027ea6a3d4a4_nobg_nobg.png,flared jeans with frayed rips on the legs. Tight high waist. black color.
processed_images_english/f33726a1c1a586db496f4210e05b9476_nobg_nobg.png,cargo jeans with frayed rips on both legs. wide leg by silhouette. Tight high waist. black color.
processed_images_english/6824d422a58109e99883495bc0205e96_nobg_nobg.png,cargo jeans with small white rips on both legs. Mid rise. light blue color.
processed_images_english/c920bd747e6e7f3df4e7c95636db7345_nobg_nobg.png,cargo jeans with small symmetrical rips on both legs. straight by silhouette. light blue color.
processed_images_english/4b0f1e215563ec0c50041439db3c49bf_nobg_nobg.png,cargo jeans with white rips on both legs. straight by silhouette. High waisted. gray color.
processed_images_english/d2971145fd05451fc45ac82ac4ab6004_nobg_nobg.png,cargo jeans with frayed rips on both legs. vintage blue color.
processed_images_english/e98d416b96e7ed336cd08d14d45a8ff6_nobg_nobg.png,cargo jeans with several small rips on both legs. faded light blue color.
processed_images_english/2fd6b64f3b7fede49e8dbdaa0f23a462_nobg_nobg.png,cargo jeans with small frayed white rips on both legs. skinny by silhouette. Tight high waist. light blue color.
processed_images_english/cc12cc9466f851af97d2d0dc84bc194d_nobg_nobg.png,cargo palazzo jeans with one medium rip on the right leg and one small rip on the left leg. Low rise. faded black color.
processed_images_english/38a69ab57e3e7b724ea2c0ed6939ab9c_nobg_nobg.png,cargo jeans with very small symmetrical rips on both legs. light blue color.
processed_images_english/34102d93953302c564c667b138ea5a93_nobg_nobg.png,cargo jeans with frayed white rips on both legs. High waisted. light blue color.
processed_images_english/d114b5eea7ef91c03ad644bcdf69659a_nobg_nobg.png,palazzo jeans with rips on the left leg. Mid rise. blue color.
processed_images_english/1b4d0788f5946253d39b5e158fca7b09_nobg_nobg.png,palazzo jeans with many frayed symmetrical white rips on both legs. light light blue color.
processed_images_english/f5854593a3b055626ffc7ae9ca67609e_nobg_nobg.png,palazzo jeans with frayed white rips on both legs. High waisted. blue color.
processed_images_english/bb3fff279e9de7789fa861d2c923f19e_nobg_nobg.png,palazzo jeans with symmetrical rips on both legs. Tight high waist. light blue or faded color.
processed_images_english/483d74ebbcc50f8b5c44768dbd80b6f8_nobg_nobg.png,palazzo jeans with medium symmetrical rips on both legs. faded light blue color.
processed_images_english/320d7c54a7d31ecdcf63fa9a5d06d82c_nobg_nobg.png,palazzo jeans with many frayed white rips on both legs. faded blue color.
processed_images_english/9f5be75e228c9a653be280772e44156d_nobg_nobg.png,palazzo jeans with symmetrical frayed rips on both legs. Tight high waist. black color.
processed_images_english/b2c46925ca37e9dfd5d8c88e63921096_nobg_nobg.png,palazzo jeans with one large frayed rip on the right leg and one small rip on the left leg. black color.
processed_images_english/2d153cef2f64990b85b0ec6e71d886b3_nobg_nobg.png,palazzo jeans with many symmetrical rips on both legs. white color.
processed_images_english/8213826889f3633773043a64846fb321_nobg_nobg.png,palazzo jeans with frayed white rips on both legs. High waisted. light blue color.
processed_images_english/ec1047a1939ea9ac3bbf1be4ea65da97_nobg_nobg.png,plain straight jeans. High waisted. light blue color.
processed_images_english/dc1b6e31a47410f1f641aec632d23a21_nobg_nobg.png,plain straight jeans. High waisted. faded black color.
processed_images_english/99f2b5a30f647f9da3c05c0bf64af23c_nobg_nobg.png,plain straight jeans. High waisted. blue color.
processed_images_english/699f6b6e83f8c513c862e1ec6d28b0c2_nobg_nobg.png,plain straight jeans. High waisted. white color.
processed_images_english/459f8ea18b7aa82ca8e2a4e2e0f28f79_nobg_nobg.png,straight jeans with rips on both legs. High waisted. faded black color.
processed_images_english/a1c12ab1a75b2fff7bda55fcf7722601_nobg_nobg.png,straight jeans with frayed rips on both legs. High waisted. white color.
processed_images_english/f57f9e39b1d93998ef46ca16f79c5214_nobg_nobg.png,plain straight jeans. High waisted. dark light blue or light blue color.
processed_images_english/b9fbf8f9852ca45d6376728bc3a7eff4_nobg_nobg.png,plain straight jeans. High waisted. blue color.
processed_images_english/8fda515d1b15354f005f019428a36dc7_nobg_nobg.png,plain straight jeans. High waisted. light blue color.
processed_images_english/7a767cce22f8732b37b2ce55427ed9a5_nobg_nobg.png,mom jeans with one rip on the right leg. Mid rise. dark light blue color.
processed_images_english/8b15989dfe3e5a7702a949221fb7eb40_nobg_nobg.png,plain skinny jeans. High waisted. light blue color.
processed_images_english/bfe40d1d8c49e18ce63a32b17b35172c_nobg_nobg.png,plain skinny jeans. Mid rise. blue color.
processed_images_english/94d023165c61821b31731f24d3b356bc_nobg_nobg.png,plain skinny jeans. High waisted. blue color.
processed_images_english/61cd7a2c09318b4a1f1cab1b5948413d_nobg_nobg.png,plain flared jeans. High waisted. dark blue color.
processed_images_english/ba634209409e450f796b1da65ce438bb_nobg_nobg.png,plain skinny jeans. High waisted. black color.
processed_images_english/274c7bb6ba535c9721f20441e815146b_nobg_nobg.png,plain skinny jeans. Low rise. dark blue color.
processed_images_english/85113e837cb8776456c850362ba515f4_nobg_nobg.png,plain skinny jeans. Mid rise. white color.
processed_images_english/f54fe9ae8b2d2953a87513940913214a_nobg_nobg.png,plain skinny jeans. High waisted. white color.
processed_images_english/ee012babcb18946ff53d1ca393ab5ea2_nobg_nobg.png,plain skinny jeans. Low rise. white color.
processed_images_english/ffbee06830a65b924ecd46ffbae0cf32_nobg_nobg.png,plain skinny jeans. Low rise. faded gray color.
processed_images_english/6f7ad3514267be99c6b61d7fcf3bad6d_nobg_nobg.png,plain skinny jeans. Mid rise. light gray color.
processed_images_english/bfb95763ab76028be82cc33c24d6eb55_nobg_nobg.png,plain skinny jeans. High waisted. dark gray color.
processed_images_english/84f5afa865d19dd19321a436c2453d60_nobg_nobg.png,plain skinny jeans. Mid rise. pink color.
processed_images_english/736f4993ae686d21563dedecebcb7267_nobg_nobg.png,plain skinny jeans. Mid rise. green color.
processed_images_english/301270805323dca10e2f6fb857be03f7_nobg_nobg.png,plain skinny jeans. High waisted. faded blue color.
processed_images_english/73a71e77acee35e3f324f9ae317d91d4_nobg_nobg.png,plain skinny jeans. Mid rise. blue color.
processed_images_english/376e3d635dc6257d0ec30e5b54a68612_nobg_nobg.png,skinny jeans. Mid rise. light blue color.
processed_images_english/b7a26b83a136c8fa769353747c73e2d3_nobg_nobg.png,plain skinny jeans. High waisted. light blue color.
processed_images_english/9f37a5debcc440f50fd388a4a9b06c9f_nobg_nobg.png,plain skinny jeans. Low rise. black color.
processed_images_english/dcf7ca2229347d54a8ae38a071a862e8_nobg_nobg.png,plain skinny jeans. Mid rise. black color.
processed_images_english/82563ea8825dcd3f1a56891148ec53b0_nobg_nobg.png,plain skinny jeans. Mid rise. white color.
processed_images_english/530e0333499416c8e090bc8d5bbfd67e_nobg_nobg.png,plain straight jeans. High waisted. black color.
processed_images_english/04d925bf7b7094150d360ae6a847d72c_nobg_nobg.png,plain straight jeans. High waisted. dark light blue or light blue color.
processed_images_english/9c9fd249c83d28539bd14a593ff44ff1_nobg_nobg.png,plain straight jeans. Mid rise. light blue color.
processed_images_english/6ec73a30d72be0a0711d04f5f36c2d76_nobg_nobg.png,plain straight jeans. High waisted. blue color.
processed_images_english/1690cd7c6b3756790d60da51ccb188bf_nobg_nobg.png,plain straight jeans. High waisted. blue color.
processed_images_english/0cb3cd053dd06a0b496948d31a69dacb_nobg_nobg.png,plain straight jeans. Low rise. black color.
processed_images_english/47945f5fed90f1f1397b79c11d602133_nobg_nobg.png,plain straight jeans. Mid rise. black color.
processed_images_english/52c97f6c50e93a9f4048d470c046fb2f_nobg_nobg.png,plain straight jeans. High waisted. black color.
processed_images_english/684c9451a9176b83bf73b137d80cb645_nobg_nobg.png,plain straight jeans. High waisted. white color.
processed_images_english/b78bea24d1d8f9b9f2b12aa350136750_nobg_nobg.png,plain straight jeans. High waisted. white color.
processed_images_english/654fc20acad007a70776026fac2ba872_nobg_nobg.png,plain straight jeans. High waisted. faded gray color.
processed_images_english/7634ce4ce8f478bee84cdbfeb3044fd7_nobg_nobg.png,plain palazzo jeans. High waisted. dark light blue color.
processed_images_english/a39d2d3f42017898ff1ffb929da4a25e_nobg_nobg.png,plain palazzo jeans. High waisted. light blue color.
processed_images_english/dacbe13d2ac4b232fb32482f847f9ebc_nobg_nobg.png,plain palazzo jeans. High waisted. blue color.
processed_images_english/298e97d2e1d4267bad82b30a396bd344_nobg_nobg.png,plain palazzo jeans. Mid rise. light blue color.
processed_images_english/92a5edea2ee268548938ed2530437d74_nobg_nobg.png,plain palazzo jeans. High waisted. faded blue color.
processed_images_english/e4892a286f971217deaa22a19bb94ca0_nobg_nobg.png,plain palazzo jeans. High waisted. blue color.
processed_images_english/1f2d0b202a99a352fe61e85c968b0c78_nobg_nobg.png,plain flared jeans. High waisted. blue color.
processed_images_english/4b63c7871a4a42cfba4adeb3fb537ff1_nobg_nobg.png,plain palazzo jeans. Mid rise. light blue color.
processed_images_english/9c1b7ac540b70e2fd84734ae19696a83_nobg_nobg.png,plain palazzo jeans. High waisted. blue color.
processed_images_english/2bed90704ca0e3c0a634609f2ad5c0f0_nobg_nobg.png,plain flared jeans. Low rise. two shades of blue.
processed_images_english/d15eb6245a5d144c82e7428d90ee1f76_nobg_nobg.png,plain palazzo jeans. Mid rise. light blue color.
processed_images_english/f0869d41c33e953094c055336ab227b8_nobg_nobg.png,plain flared jeans. Mid rise. light blue color.
processed_images_english/6a1395d13315349f99a355db24598579_nobg_nobg.png,plain flared jeans. High waisted. faded light blue color.
processed_images_english/ad88f4455187e073f053c134e55ef644_nobg_nobg.png,plain flared jeans. High waisted. blue color.
processed_images_english/df460887ca56efe94232f4d322737a04_nobg_nobg.png,plain flared jeans. High waisted. blue color.
processed_images_english/541f616fa21f5bc96aea37aa4553752e_nobg_nobg.png,plain flared jeans. High waisted. light blue color.
processed_images_english/5a6bec32b779d316c77944bbb590fcce_nobg_nobg.png,plain flared jeans. High waisted. blue color.
processed_images_english/49a7fb0eb7a8f7e31a0fb1792e8cfed3_nobg_nobg.png,flared jeans. Mid rise. light light blue or white color.
processed_images_english/8b469c0c9889653837f0bb011a9e7000_nobg_nobg.png,plain flared jeans. Mid rise. blue color.
processed_images_english/29cb305a27e64e35a128916f1a3e8195_nobg_nobg.png,plain flared jeans. Low rise. faded blue color.
processed_images_english/49b5893f25ffe004eb4b1764bed84590_nobg_nobg.png,flared jeans with one small rip on the right leg. High waisted. blue color.
processed_images_english/6dbef95fcbba31d073ef4bf18379319b_nobg_nobg.png,plain flared jeans. High waisted. faded and vintage blue color.
processed_images_english/cd8562c520a9925d786af41dcc735fcc_nobg_nobg.png,flared jeans with one rip on the right leg. Mid rise. blue color.
processed_images_english/15f1b8cbc8f53d3434fbdd2da1547eec_nobg_nobg.png,plain flared jeans. High waisted. blue color.
processed_images_english/4eff728555250d8a837f127471e7fc15_nobg_nobg.png,plain flared jeans. Low rise. black color.
processed_images_english/003a57bae3ad1494768f0c69c3063457_nobg_nobg.png,plain flared jeans. High waisted. black color.
processed_images_english/d85e97e92b309f9c3c69fb367a861acb_nobg_nobg.png,plain flared jeans. Low rise. gray color.
processed_images_english/2039d40c903d92a21d8f9e6e356ea1ab_nobg_nobg.png,plain flared jeans. Mid rise. gray color.
processed_images_english/fe0b4804db71696dc1e4c21ea067700f_nobg_nobg.png,plain flared jeans. High waisted. white color.
processed_images_english/7f3f4b8c1a622039bf162bcba38ed3ea_nobg_nobg.png,plain flared jeans. Mid rise. white color.
processed_images_english/a06cde3a765d269c71115a2a0d7e9116_nobg_nobg.png,flared jeans with medium white rips on both knees. Mid rise. gray color.
processed_images_english/93a78ba6570bcf58d8ba1690c85d9a24_nobg_nobg.png,flared jeans with one rip on the left knee. Mid rise. light blue color.
processed_images_english/f75c1847eb6818f13498d37e342caf8d_nobg_nobg.png,flared jeans with symmetrical rips on both knees. High waisted. blue color.
processed_images_english/a0092b4b188bb497d86e054f2998e1b6_nobg_nobg.png,flared jeans with symmetrical frayed rips on both knees. High waisted. light blue color.
processed_images_english/0aee681bd12742bd7fb2c17c39e950a7_nobg_nobg.png,flared jeans with small rips on both legs. High waisted. blue color.
processed_images_english/6e1df5b7959666c21e816245a45a48af_nobg_nobg.png,flared jeans with symmetrical rips on both legs. High waisted. faded black or dark gray color.
processed_images_english/0543b89a232ddf1fa5f38440f64a083b_nobg_nobg.png,flared jeans with small rips on both legs. High waisted. blue color.
processed_images_english/a170960efe4ab66ab30b808ea39f1183_nobg_nobg.png,flared jeans with white rips on both legs. High waisted. blue color.
processed_images_english/536ac2cedf2f8d8c67d357055c290524_nobg_nobg.png,flared jeans with white rips on both legs. High waisted. blue color.
processed_images_english/ef7d8a6a663c1f00797cd8aac01700d9_nobg_nobg.png,flared jeans with white rips on both legs. High waisted. light blue color.
processed_images_english/26690890637351adc753533add82f44a_nobg_nobg.png,flared jeans with symmetrical white rips on both legs. High waisted. black color.
processed_images_english/60156f8b147c7719b67b7740dba9e421_nobg_nobg.png,flared jeans with rips on both legs. High waisted. black color.
processed_images_english/f89e109cc7bb3bcf960e2231994efd87_nobg_nobg.png,flared jeans with rips on both legs. High waisted. black color.
processed_images_english/3f36a1bd87aa9913c8dd62f9ff5c3ea3_nobg_nobg.png,plain cargo jeans. High waisted. gray color.
processed_images_english/1b6c25ea79762ebe4baba772d4d05fe8_nobg_nobg.png,plain cargo jeans. Mid rise. light blue color.
processed_images_english/37741fc0d2455766c778953aaec64f2c_nobg_nobg.png,plain cargo jeans. High waisted. black color.
processed_images_english/591211678019dd29125079faaa5f5ba9_nobg_nobg.png,plain cargo jeans. High waisted. light blue color.
processed_images_english/b826074f2949b8e4b466ab1f49ab9f66_nobg_nobg.png,plain cargo jeans. High waisted. faded black or dark gray color.
processed_images_english/c7203cfe2009f1df9ea3653ef6168e06_nobg_nobg.png,plain cargo jeans. High waisted. light blue color.
processed_images_english/37805e823bc5f7d6596f45f8d9650696_nobg_nobg.png,plain cargo jeans. High waisted. light pink or cream color.
processed_images_english/9d753f659d5a05038855be241166ac85_nobg_nobg.png,plain cargo jeans. Mid rise. cream color.
processed_images_english/3582a267a8f7dc4373cbcc422fb9bca3_nobg_nobg.png,plain cargo jeans. High waisted. blue color.
processed_images_english/822efae2d9236b2941c97a4529fb6bd9_nobg_nobg.png,plain cargo jeans. High waisted. faded gray color.
processed_images_english/9d9d1822cfd81e9e56485adb1d053272_nobg_nobg.png,plain cargo jeans. High waisted. light blue color.
processed_images_english/852a63d33f6ec8828fef261c0b54c0d0_nobg_nobg.png,plain cargo jeans. High waisted. blue color.
processed_images_english/e5e04971fef9c00c1dc4c8761d98fccd_nobg_nobg.png,plain cargo jeans. Mid rise. light light blue color.
processed_images_english/deec009a9d0acd3636076bf8c1268414_nobg_nobg.png,plain cargo jeans. High waisted. violet color.
processed_images_english/e90c17916f86f68340c3592207b62331_nobg_nobg.png,plain cargo jeans. High waisted. dark black color.
processed_images_english/3b8158e4247b65496e7dd66bcd4367f8_nobg_nobg.png,plain cargo jeans. High waisted. blue color.
processed_images_english/0646f6d42481ec922aa4b13f569a531e_nobg_nobg.png,plain cargo jeans. High waisted. faded light blue color.
processed_images_english/1e970a3b1edc0aed4f297a95bf42cddf_nobg_nobg.png,plain cargo jeans. High waisted. green color.
processed_images_english/654864ad3e1667ae8ddaf2d8f4ee6f79_nobg_nobg.png,plain cargo jeans. High waisted. dark blue color.
processed_images_english/95a5d8bcdcd279d22b28b24b6f0b2c2c_nobg_nobg.png,plain cargo jeans. High waisted. dark black color.
processed_images_english/3c04efd8c0d2582d436524477f7215cc_nobg_nobg.png,plain cargo jeans. High waisted. light beige color.
processed_images_english/7804244c60c9db3c229b3d8d82787e2f_nobg_nobg.png,plain cargo jeans. High waisted. light blue color.
processed_images_english/dfba7d90fb29b62a5db99c988db449b9_nobg_nobg.png,plain cargo jeans. High waisted. white color.
processed_images_english/3608fae8c4eccc350aa1bedbbfe0c1d9_nobg_nobg.png,plain cargo jeans. High waisted. light gray color.
processed_images_english/fd464592293e91d5dce2a8b8cd4a688d_nobg_nobg.png,plain cargo jeans. High waisted. gray color.
